uav_pos.e uav_pos.n uav_pos.u new_det.u new_det.v cam_to_world.e cam_to_world.n cam_to_world.u cam_to_world_2.e cam_to_world_2.n cam_to_world_2.u car_pos.e car_pos.n car_pos.u uav_roll uav_pitch uav_yaw 
0.017694346606731415 -0.028790170326828957 99.99961853027344 2314.0 589.0 14.7772011678188 -12.00485582259896 0 16.73904014578685 -13.89869512253967 0 6.531920159124737 -32.411644026553674 -0.3031671838433441 -1.0809544935822486 1.1125912718474864 89.99776676906805
-0.003411563578993082 -0.023119384422898293 99.99161529541016 2780.0 520.0 16.83446654904245 -26.017114090795555 0 19.26876263549602 -28.257253540158267 0 -5.156110362731683 -25.53400887982393 -0.30245933042148715 -1.175711671449244 1.3331924283877015 89.99368960642676
-0.003411563578993082 -0.023119384422898293 99.99161529541016 2829.0 531.0 16.503864151704242 -27.4914353994376 0 18.95232223568487 -29.75106397510841 0 -5.156110362731683 -25.53400887982393 -0.30245933042148715 -1.175711671449244 1.3331924283877015 89.99368960642676
-0.0017743672942742705 0.0007811091491021216 99.99287414550781 2966.0 1051.0 0.8604193251327049 -31.593291534816004 0 2.984812591248785 -33.43559505899387 0 -3.228711919708134 -11.961781374259546 -0.30310916976703955 -0.9929176496341824 1.253591275960207 89.99696472618086
-0.0017743672942742705 0.0007811091491021216 99.99287414550781 2978.0 996.0 2.5151803184858115 -31.954153388169182 0 4.715086496502362 -33.81324148301771 0 -3.149565279036288 -11.874446613508086 -0.30306369063416644 -0.9929176496341824 1.253591275960207 89.99696472618086
0.0013822081964462996 -0.0018966894131153822 100.00442504882812 2636.0 1295.0 -6.483301017920244 -21.66979664844607 0 -4.431117205959819 -23.38193065951207 0 9.587158240105078 -8.478854267433233 -0.3031090721275745 -0.9765221737325191 1.1903457893058658 90.00706187103498
-0.0010932469740509987 -0.02102515660226345 99.99222564697266 2343.0 1205.0 -3.7765463588832633 -12.871098849984481 0 -1.4149048101560817 -14.733648839891737 0 18.07729493992122 -18.79839676117676 -0.3027552804850606 -1.0915528463199735 1.385709779150784 90.0025531357158
0.015828952193260193 -0.024684429168701172 99.98995208740234 2230.0 696.0 11.554072740426063 -9.47295624108516 0 13.455777337469273 -11.442955819934326 0 12.362598767694946 -30.573500591756886 -0.302589622624385 -1.137658631801605 1.103087430819869 89.99817946582988
0.005768595263361931 -0.02187696099281311 100.00643920898438 2619.0 466.0 18.46675359520432 -21.177416992186565 0 20.75313332252211 -23.22467868123595 0 -1.6151422714364692 -29.86603622530335 -0.302892653707885 -1.1053896943107246 1.2411434065550566 90.00216163498737
0.014028316363692284 -0.020805954933166504 100.00253295898438 2915.0 634.0 13.419595046119609 -30.08302660082956 0 15.698050744464776 -32.11038966288588 0 -5.798088148510586 -16.46177359846641 -0.30271973864381996 -1.0177887339144944 1.2662308316677808 90.00847372143323
0.014028316363692284 -0.020805954933166504 100.00253295898438 2867.0 615.0 13.988562642697888 -28.63971653035865 0 16.264486319391978 -30.59045523723223 0 -5.798088148510586 -16.46177359846641 -0.30271973864381996 -1.0177887339144944 1.2662308316677808 90.00847372143323
0.0022728003095835447 -0.00781736895442009 99.99398803710938 2882.0 1162.0 -2.4771449397501226 -29.075418584337868 0 -0.1772811746035469 -30.851306029545928 0 3.9381802107232162 -8.049714079175368 -0.30323405714762297 -0.983879256248474 1.3706684879958628 89.99591462606111
-0.019679579883813858 -0.00743951415643096 99.99494934082031 2414.0 1268.0 -5.690315936425925 -14.994450435118154 0 -3.1117998494248327 -16.535463448044595 0 16.324297526712684 -13.691239887431871 -0.3026511404393936 -0.9122814338654279 1.5017293011769652 90.00224123002118
-0.007792864926159382 -0.011858459562063217 99.98931884765625 2185.0 852.0 6.836624774568884 -8.106855630566388 0 9.379680150167621 -9.8846920080541 0 16.35631595895834 -26.525592244027706 -0.3031094442642011 -1.0349175486713647 1.4913974521681665 89.9984800180626
-0.005367320962250233 -0.005217494908720255 99.99457550048828 2494.0 479.0 18.065993778209727 -17.393602350960624 0 20.608070987250567 -19.516446894531434 0 3.3246876520120523 -32.14067145558028 -0.30297749171394145 -1.1653535669669508 1.3991695515811442 89.98984894837633
-0.03293927386403084 0.014530601911246777 100.00194549560547 2935.0 682.0 11.928431007137782 -30.649124733412094 0 15.062213108240691 -32.8061437969856 0 -6.083382508633257 -22.85755700047566 -0.3029639551895392 -1.096159614622593 1.773798763565719 90.00307495533013
-0.021191127598285675 0.01711660623550415 100.00881958007812 2976.0 1033.0 1.381258397192658 -31.88298627759685 0 3.8603791727531283 -33.83903087391031 0 -1.4673029490917786 -10.344951395588923 -0.30266076278854687 -1.0452155644074081 1.4485937727615237 89.99976461442805
-0.021191127598285675 0.01711660623550415 100.00881958007812 2979.0 983.0 2.8857795252281866 -31.973081553410463 0 5.408254564313471 -33.94363396770126 0 -1.3013796665634967 -10.222333323352972 -0.30308056326364347 -1.0452155644074081 1.4485937727615237 89.99976461442805
